-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.013,  0.115
-183.800, 80.199, 0.036,  0.148
-183.800, 80.197, 0.036,  0.181
-183.800, 80.196, 0.041,  0.214
-183.800, 80.193, 0.122,  0.247
-183.800, 80.185, 0.238,  0.280
-183.799, 80.174, 0.331,  0.313
-183.799, 80.158, 0.487,  0.346
-183.798, 80.137, 0.644,  0.379
-183.797, 80.112, 0.762,  0.412
-183.796, 80.078, 1.039,  0.445
-183.795, 80.037, 1.261,  0.478
-183.793, 79.989, 1.442,  0.511
-183.791, 79.936, 1.588,  0.544
-183.789, 79.880, 1.703,  0.577
-183.787, 79.821, 1.793,  0.610
-183.785, 79.759, 1.859,  0.643
-183.782, 79.697, 1.907,  0.676
-183.780, 79.633, 1.939,  0.709
-183.777, 79.568, 1.957,  0.742
-183.774, 79.504, 1.959,  0.775
-183.771, 79.439, 1.954,  0.808
-183.768, 79.375, 1.947,  0.841
-183.765, 79.311, 1.939,  0.874
-183.762, 79.248, 1.931,  0.907
-183.759, 79.184, 1.923,  0.940
-183.755, 79.121, 1.916,  0.973
-183.752, 79.058, 1.909,  1.006
-183.748, 78.995, 1.904,  1.039
-183.745, 78.932, 1.901,  1.072
-183.742, 78.869, 1.898,  1.105
-183.738, 78.806, 1.898,  1.138
-183.735, 78.743, 1.899,  1.171
-183.731, 78.680, 1.901,  1.204
-183.727, 78.617, 1.904,  1.237
-183.724, 78.553, 1.908,  1.270
-183.720, 78.490, 1.913,  1.303
-183.716, 78.426, 1.919,  1.336
-183.712, 78.362, 1.925,  1.369
-183.707, 78.298, 1.931,  1.402
-183.703, 78.234, 1.938,  1.435
-183.699, 78.169, 1.945,  1.468
-183.694, 78.104, 1.951,  1.501
-183.689, 78.039, 1.958,  1.534
-183.685, 77.974, 1.965,  1.567
-183.680, 77.908, 1.973,  1.600
-183.676, 77.842, 1.980,  1.633
-183.671, 77.776, 1.987,  1.666
-183.666, 77.710, 1.995,  1.699
-183.661, 77.644, 2.002,  1.732
