-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.016
-183.800, 80.200, 0.000,  0.049
-183.800, 80.200, 0.000,  0.082
-183.800, 80.200, -0.012,  0.115
-183.800, 80.199, 0.026,  0.148
-183.800, 80.198, 0.024,  0.181
-183.800, 80.197, 0.028,  0.214
-183.799, 80.193, 0.124,  0.247
-183.797, 80.185, 0.280,  0.280
-183.795, 80.173, 0.364,  0.313
-183.791, 80.157, 0.483,  0.346
-183.787, 80.137, 0.602,  0.379
-183.781, 80.110, 0.838,  0.412
-183.774, 80.075, 1.078,  0.445
-183.765, 80.033, 1.275,  0.478
-183.755, 79.986, 1.437,  0.511
-183.744, 79.934, 1.568,  0.544
-183.731, 79.879, 1.673,  0.577
-183.718, 79.822, 1.755,  0.610
-183.704, 79.763, 1.818,  0.643
-183.689, 79.703, 1.860,  0.676
-183.673, 79.642, 1.877,  0.709
-183.657, 79.581, 1.886,  0.742
-183.640, 79.521, 1.893,  0.775
-183.622, 79.460, 1.896,  0.808
-183.604, 79.399, 1.898,  0.841
-183.586, 79.338, 1.898,  0.874
-183.567, 79.278, 1.897,  0.907
-183.547, 79.217, 1.896,  0.940
-183.527, 79.157, 1.894,  0.973
-183.507, 79.097, 1.896,  1.006
-183.487, 79.036, 1.903,  1.039
-183.469, 78.975, 1.920,  1.072
-183.452, 78.913, 1.928,  1.105
-183.436, 78.851, 1.934,  1.138
-183.420, 78.788, 1.939,  1.171
-183.405, 78.726, 1.940,  1.204
-183.390, 78.663, 1.941,  1.237
-183.375, 78.600, 1.942,  1.270
-183.361, 78.537, 1.943,  1.303
-183.346, 78.474, 1.944,  1.336
-183.332, 78.410, 1.945,  1.369
-183.319, 78.347, 1.947,  1.402
-183.305, 78.284, 1.949,  1.435
-183.291, 78.220, 1.952,  1.468
-183.278, 78.156, 1.955,  1.501
-183.264, 78.093, 1.959,  1.534
-183.251, 78.029, 1.963,  1.567
-183.240, 77.964, 1.963,  1.600
-183.230, 77.899, 1.968,  1.633
-183.220, 77.834, 1.974,  1.666
-183.209, 77.769, 1.981,  1.699
-183.198, 77.704, 1.988,  1.732
